[11:11:28] PHOENIX launcher started — v0.1.0
[11:11:28] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[11:11:28] OS: Darwin 25.5.0 arm64
[11:11:28] Node.js: v26.5.0
[11:11:30] pip install: SUCCESS
[11:11:32] npm install: SUCCESS
[11:11:32] Backend: PID 67558 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-07_11-11.log
[13:03:27] Process PID 67558 died unexpectedly (code 3)
[13:03:32] Process PID 67558 died unexpectedly (code 3)
[13:03:38] Process PID 67558 died unexpectedly (code 3)
[13:03:43] Process PID 67558 died unexpectedly (code 3)
[13:03:48] Process PID 67558 died unexpectedly (code 3)
[13:03:53] Process PID 67558 died unexpectedly (code 3)
[13:03:58] Process PID 67558 died unexpectedly (code 3)
[13:04:03] Process PID 67558 died unexpectedly (code 3)
[13:04:08] Process PID 67558 died unexpectedly (code 3)
[13:04:13] Process PID 67558 died unexpectedly (code 3)
[13:04:18] Process PID 67558 died unexpectedly (code 3)
[13:04:23] Process PID 67558 died unexpectedly (code 3)
[13:04:28] Process PID 67558 died unexpectedly (code 3)
[13:04:33] Process PID 67558 died unexpectedly (code 3)
[13:04:38] Process PID 67558 died unexpectedly (code 3)
[13:04:43] Process PID 67558 died unexpectedly (code 3)
[13:04:48] Process PID 67558 died unexpectedly (code 3)
[13:04:53] Process PID 67558 died unexpectedly (code 3)
[13:04:58] Process PID 67558 died unexpectedly (code 3)
[13:05:03] Process PID 67558 died unexpectedly (code 3)
[13:05:08] Process PID 67558 died unexpectedly (code 3)
[13:05:13] Process PID 67558 died unexpectedly (code 3)
[13:05:18] Process PID 67558 died unexpectedly (code 3)
[13:05:23] Process PID 67558 died unexpectedly (code 3)
[13:05:28] Process PID 67558 died unexpectedly (code 3)
[13:05:33] Process PID 67558 died unexpectedly (code 3)
[13:05:38] Process PID 67558 died unexpectedly (code 3)
[13:05:43] Process PID 67558 died unexpectedly (code 3)
[13:05:48] Process PID 67558 died unexpectedly (code 3)
[13:05:53] Process PID 67558 died unexpectedly (code 3)
[13:05:58] Process PID 67558 died unexpectedly (code 3)
[13:06:03] Process PID 67558 died unexpectedly (code 3)
[13:06:08] Process PID 67558 died unexpectedly (code 3)
[13:06:13] Process PID 67558 died unexpectedly (code 3)
[13:06:18] Process PID 67558 died unexpectedly (code 3)
[13:06:23] Process PID 67558 died unexpectedly (code 3)
[13:06:28] Process PID 67558 died unexpectedly (code 3)
[13:06:33] Process PID 67558 died unexpectedly (code 3)
[13:06:38] Process PID 67558 died unexpectedly (code 3)
[13:06:43] Process PID 67558 died unexpectedly (code 3)
[13:06:48] Process PID 67558 died unexpectedly (code 3)
[13:06:53] Process PID 67558 died unexpectedly (code 3)
[13:06:58] Process PID 67558 died unexpectedly (code 3)
[13:07:03] Process PID 67558 died unexpectedly (code 3)
[13:07:08] Process PID 67558 died unexpectedly (code 3)
[13:07:13] Process PID 67558 died unexpectedly (code 3)
[13:07:18] Process PID 67558 died unexpectedly (code 3)
[13:07:23] Process PID 67558 died unexpectedly (code 3)
[13:07:28] Process PID 67558 died unexpectedly (code 3)
[13:07:33] Process PID 67558 died unexpectedly (code 3)
[13:07:38] Process PID 67558 died unexpectedly (code 3)
[13:07:43] Process PID 67558 died unexpectedly (code 3)
[13:07:48] Process PID 67558 died unexpectedly (code 3)
[13:07:53] Process PID 67558 died unexpectedly (code 3)
[13:07:58] Process PID 67558 died unexpectedly (code 3)
[13:08:03] Process PID 67558 died unexpectedly (code 3)
[13:08:08] Process PID 67558 died unexpectedly (code 3)
[13:08:13] Process PID 67558 died unexpectedly (code 3)
[13:08:18] Process PID 67558 died unexpectedly (code 3)
[13:08:23] Process PID 67558 died unexpectedly (code 3)
[13:08:28] Process PID 67558 died unexpectedly (code 3)
[13:08:33] Process PID 67558 died unexpectedly (code 3)
[13:08:38] Process PID 67558 died unexpectedly (code 3)
[13:08:43] Process PID 67558 died unexpectedly (code 3)
[13:08:48] Process PID 67558 died unexpectedly (code 3)
[13:08:53] Process PID 67558 died unexpectedly (code 3)
[13:08:58] Process PID 67558 died unexpectedly (code 3)
[13:09:03] Process PID 67558 died unexpectedly (code 3)
[13:09:08] Process PID 67558 died unexpectedly (code 3)
[13:09:13] Process PID 67558 died unexpectedly (code 3)
[13:09:18] Process PID 67558 died unexpectedly (code 3)
[13:09:23] Process PID 67558 died unexpectedly (code 3)
[13:09:28] Process PID 67558 died unexpectedly (code 3)
[13:09:33] Process PID 67558 died unexpectedly (code 3)
[13:09:38] Process PID 67558 died unexpectedly (code 3)
[13:09:43] Process PID 67558 died unexpectedly (code 3)
[13:09:48] Process PID 67558 died unexpectedly (code 3)
[13:09:53] Process PID 67558 died unexpectedly (code 3)
[13:09:58] Process PID 67558 died unexpectedly (code 3)
[13:10:03] Process PID 67558 died unexpectedly (code 3)
[13:10:08] Process PID 67558 died unexpectedly (code 3)
[13:10:13] Process PID 67558 died unexpectedly (code 3)
[13:10:18] Process PID 67558 died unexpectedly (code 3)
[13:10:23] Process PID 67558 died unexpectedly (code 3)
[13:10:28] Process PID 67558 died unexpectedly (code 3)
[13:10:33] Process PID 67558 died unexpectedly (code 3)
[13:10:38] Process PID 67558 died unexpectedly (code 3)
[13:10:42] Shutdown initiated
[13:10:43] Shutdown complete
